T,X,Y,Z,Rx,Ry,Rz
4725,0,58,-27,2132,174,-394
4727,0,103,-24,2191,77,-679
4729,0,232,-50,2071,54,-767
4731,0,-1271,-147,1722,197,-174
4733,0,257,-81,2235,163,-392
4735,0,58,-27,2132,174,-394
4737,0,103,-24,2191,77,-679
4739,0,232,-50,2071,54,-767
4741,0,-1271,-147,1722,197,-174
4743,0,257,-81,2235,163,-392
4745,0,58,-27,2132,174,-394
4747,0,103,-24,2191,77,-679
4749,0,232,-50,2071,54,-767
4751,0,-1271,-147,1722,197,-174
4753,0,257,-81,2235,163,-392
4755,0,58,-27,2132,174,-394
47
4759,0,232,-50,2071,54,-767
4761,0,-1271,-147,1722,197,-174
4763,0,257,-81,2235,163,-392
4765,0,58,-27,2132,174,-394
4767,0,103,-24,2191,77,-679
4769,0,232,-50,2071,54,-767
4771,0,-1271,-147,1722,197,-174
4773,0,257,-81,2235,163,-392
4775,0,58,-27,2132,174,-394
4777,0,103,-24,2191,77,-679
4779,0,232,-50,2071,54,-767
4781,0,-1271,-147,1722,197,-174
4783,0,257,-81,2235,163,-392
4785,0,58,-27,2132,174,-394
4787,0,103,-24,2191,77,-679
4789,0,232,-50,2071,54,-767
4791,0,-1271,-147,1722,197,-174
4793,0,257,-81,2235,163,-392
4795,0,58,-27,2132,174,-394
4797,0,103,-24,2191,77,-679
4799,0,232,-50,2071,54,-767
4801,0,-1271,-147,1722,197,-174
4803,0,257,-81,2235,163,-392
4805,0,58,-27,2132,174,-394
4807,0,103,-24,2191,77,-679
4809,0,232,-50,2071,54,-767
4811,0,-1271,-147,1722,197,-174
4813,0,257,-81,2235,163,-392
4815,0,58,-27,2132,174,-394
4817,0,103,-24,2191,77,-679
4819,0,232,-50,2071,54,-767
4821,0,-1271,-147,1722,197,-174
4823,0,257,-81,2235,163,-392
4825,0,58,-27,2132,174,-394
48
4829,0,232,-50,2071,54,-767
4831,0,-1271,-147,1722,197,-174
4833,0,257,-81,2235,163,-392
4835,0,58,-27,2132,174,-394
4837,0,103,-24,2191,77,-679
4839,0,232,-50,2071,54,-767
4841,0,-1271,-147,1722,197,-174
4843,0,257,-81,2235,163,-392
4845,0,58,-27,2132,174,-394
4847,0,103,-24,2191,77,-679
4849,0,232,-50,2071,54,-767
4851,0,-1271,-147,1722,197,-174
4853,0,257,-81,2235,163,-392
4855,0,58,-27,2132,174,-394
4857,0,103,-24,2191,77,-679
4859,0,232,-50,2071,54,-767
4861,0,-1271,-147,1722,197,-174
4863,0,257,-81,2235,163,-392
4865,0,58,-27,2132,174,-394
4867,0,103,-24,2191,77,-679
4869,0,232,-50,2071,54,-767
4871,0,-1271,-147,1722,197,-174
4873,0,257,-81,2235,163,-392
4875,0,58,-27,2132,174,-394
4877,0,103,-24,2191,77,-679
4879,0,232,-50,2071,54,-767
4881,0,-1271,-147,1722,197,-174
4883,0,257,-81,2235,163,-392
4885,0,58,-27,2132,174,-394
4887,0,103,-24,2191,77,-679
4889,0,232,-50,2071,54,-767
4891,0,-1271,-147,1722,197,-174
4893,0,257,-81,2235,163,-392
4895,0,58,-27,2132,174,-394
48
4899,0,232,-50,2071,54,-767
4901,0,-1271,-147,1722,197,-174
4903,0,257,-81,2235,163,-392
4905,0,58,-27,2132,174,-394
4907,0,103,-24,2191,77,-679
4909,0,232,-50,2071,54,-767
4911,0,-1271,-147,1722,197,-174
4913,0,257,-81,2235,163,-392
4915,0,58,-27,2132,174,-394
4917,0,103,-24,2191,77,-679
4919,0,232,-50,2071,54,-767
4921,0,-1271,-147,1722,197,-174
4923,0,257,-81,2235,163,-392
4925,0,58,-27,2132,174,-394
4927,0,103,-24,2191,77,-679
4929,0,232,-50,2071,54,-767
4931,0,-1271,-147,1722,197,-174
4933,0,257,-81,2235,163,-392
4935,0,58,-27,2132,174,-394
4937,0,103,-24,2191,77,-679
4939,0,232,-50,2071,54,-767
4941,0,-1271,-147,1722,197,-174
4943,0,257,-81,2235,163,-392
4945,0,58,-27,2132,174,-394
4947,0,103,-24,2191,77,-679
4949,0,232,-50,2071,54,-767
4951,0,-1271,-147,1722,197,-174
4953,0,257,-81,2235,163,-392
4955,0,58,-27,2132,174,-394
4957,0,103,-24,2191,77,-679
4959,0,232,-50,2071,54,-767
4961,0,-1271,-147,1722,197,-174
4963,0,257,-81,2235,163,-392
4965,0,58,-27,2132,174,-394
49
4969,0,232,-50,2071,54,-767
4971,0,-1271,-147,1722,197,-174
4973,0,257,-81,2235,163,-392
4975,0,58,-27,2132,174,-394
4977,0,103,-24,2191,77,-679
4979,0,232,-50,2071,54,-767
4981,0,-1271,-147,1722,197,-174
4983,0,257,-81,2235,163,-392
4985,0,58,-27,2132,174,-394
4987,0,103,-24,2191,77,-679
4989,0,232,-50,2071,54,-767
4991,0,-1271,-147,1722,197,-174
4993,0,257,-81,2235,163,-392
4995,0,58,-27,2132,174,-394
4997,0,103,-24,2191,77,-679
4999,0,232,-50,2071,54,-767
5001,0,-1271,-147,1722,197,-174
5003,0,257,-81,2235,163,-392
5005,0,58,-27,2132,174,-394
5007,0,103,-24,2191,77,-679
5009,0,232,-50,2071,54,-767
5011,0,-1271,-147,1722,197,-174
5013,0,257,-81,2235,163,-392
5015,0,58,-27,2132,174,-394
5017,0,103,-24,2191,77,-679
5019,0,232,-50,2071,54,-767
5021,0,-1271,-147,1722,197,-174
5023,0,257,-81,2235,163,-392
5025,0,58,-27,2132,174,-394
5027,0,103,-24,2191,77,-679
5029,0,232,-50,2071,54,-767
5031,0,-1271,-147,1722,197,-174
5033,0,257,-81,2235,163,-392
5035,0,58,-27,2132,174,-394
50
5039,0,232,-50,2071,54,-767
5041,0,-1271,-147,1722,197,-174
5043,0,257,-81,2235,163,-392
5045,0,58,-27,2132,174,-394
5047,0,103,-24,2191,77,-679
5049,0,232,-50,2071,54,-767
5051,0,-1271,-147,1722,197,-174
5053,0,257,-81,2235,163,-392
5055,0,58,-27,2132,174,-394
5057,0,103,-24,2191,77,-679
5059,0,232,-50,2071,54,-767
5061,0,-1271,-147,1722,197,-174
5063,0,257,-81,2235,163,-392
5065,0,58,-27,2132,174,-394
5067,0,103,-24,2191,77,-679
5069,0,232,-50,2071,54,-767
5071,0,-1271,-147,1722,197,-174
5073,0,257,-81,2235,163,-392
5075,0,58,-27,2132,174,-394
5077,0,103,-24,2191,77,-679
5079,0,232,-50,2071,54,-767
5081,0,-1271,-147,1722,197,-174
5083,0,257,-81,2235,163,-392
5085,0,58,-27,2132,174,-394
5087,0,103,-24,2191,77,-679
5089,0,232,-50,2071,54,-767
5091,0,-1271,-147,1722,197,-174
5093,0,257,-81,2235,163,-392
5095,0,58,-27,2132,174,-394
5097,0,103,-24,2191,77,-679
5099,0,232,-50,2071,54,-767
5101,0,-1271,-147,1722,197,-174
5103,0,257,-81,2235,163,-392
5105,0,58,-27,2132,174,-394
51
5109,0,232,-50,2071,54,-767
5111,0,-1271,-147,1722,197,-174
5113,0,257,-81,2235,163,-392
5115,0,58,-27,2132,174,-394
5117,0,103,-24,2191,77,-679
5119,0,232,-50,2071,54,-767
5121,0,-1271,-147,1722,197,-174
5123,0,257,-81,2235,163,-392
5125,0,58,-27,2132,174,-394
5127,0,103,-24,2191,77,-679
5129,0,232,-50,2071,54,-767
5131,0,-1271,-147,1722,197,-174
5133,0,257,-81,2235,163,-392
5135,0,58,-27,2132,174,-394
5137,0,103,-24,2191,77,-679
5139,0,232,-50,2071,54,-767
5141,0,-1271,-147,1722,197,-174
5143,0,257,-81,2235,163,-392
5145,0,58,-27,2132,174,-394
5147,0,103,-24,2191,77,-679
5149,0,232,-50,2071,54,-767
5151,0,-1271,-147,1722,197,-174
5153,0,257,-81,2235,163,-392
5155,0,58,-27,2132,174,-394
5157,0,103,-24,2191,77,-679
5159,0,232,-50,2071,54,-767
5161,0,-1271,-147,1722,197,-174
5163,0,257,-81,2235,163,-392
5165,0,58,-27,2132,174,-394
5167,0,103,-24,2191,77,-679
5169,0,232,-50,2071,54,-767
5171,0,-1271,-147,1722,197,-174
5173,0,257,-81,2235,163,-392
5175,0,58,-27,2132,174,-394
51
5179,0,232,-50,2071,54,-767
5181,0,-1271,-147,1722,197,-174
5183,0,257,-81,2235,163,-392
5185,0,58,-27,2132,174,-394
5187,0,103,-24,2191,77,-679
5189,0,232,-50,2071,54,-767
5191,0,-1271,-147,1722,197,-174
5193,0,257,-81,2235,163,-392
5195,0,58,-27,2132,174,-394
5197,0,103,-24,2191,77,-679
5199,0,232,-50,2071,54,-767
5201,0,-1271,-147,1722,197,-174
5203,0,257,-81,2235,163,-392
5205,0,58,-27,2132,174,-394
5207,0,103,-24,2191,77,-679
5209,0,232,-50,2071,54,-767
5211,0,-1271,-147,1722,197,-174
5213,0,257,-81,2235,163,-392
5215,0,58,-27,2132,174,-394
5217,0,103,-24,2191,77,-679
5219,0,232,-50,2071,54,-767
5221,0,-1271,-147,1722,197,-174
5223,0,257,-81,2235,163,-392
5225,0,58,-27,2132,174,-394
5227,0,103,-24,2191,77,-679
5229,0,232,-50,2071,54,-767
5231,0,-1271,-147,1722,197,-174
5233,0,257,-81,2235,163,-392
5235,0,58,-27,2132,174,-394
5237,0,103,-24,2191,77,-679
5239,0,232,-50,2071,54,-767
5241,0,-1271,-147,1722,197,-174
5243,0,257,-81,2235,163,-392
5245,0,58,-27,2132,174,-394
52
5249,0,232,-50,2071,54,-767
5251,0,-1271,-147,1722,197,-174
5253,0,257,-81,2235,163,-392
5255,0,58,-27,2132,174,-394
5257,0,103,-24,2191,77,-679
5259,0,232,-50,2071,54,-767
5261,0,-1271,-147,1722,197,-174
5263,0,257,-81,2235,163,-392
5265,0,58,-27,2132,174,-394
5267,0,103,-24,2191,77,-679
5269,0,232,-50,2071,54,-767
5271,0,-1271,-147,1722,197,-174
5273,0,257,-81,2235,163,-392
5275,0,58,-27,2132,174,-394
5277,0,103,-24,2191,77,-679
5279,0,232,-50,2071,54,-767
5281,0,-1271,-147,1722,197,-174
5283,0,257,-81,2235,163,-392
5285,0,58,-27,2132,174,-394
5287,0,103,-24,2191,77,-679
5289,0,232,-50,2071,54,-767
5291,0,-1271,-147,1722,197,-174
5293,0,257,-81,2235,163,-392
5295,0,58,-27,2132,174,-394
5297,0,103,-24,2191,77,-679
5299,0,232,-50,2071,54,-767
5301,0,-1271,-147,1722,197,-174
5303,0,257,-81,2235,163,-392
5305,0,58,-27,2132,174,-394
5307,0,103,-24,2191,77,-679
5309,0,232,-50,2071,54,-767
5311,0,-1271,-147,1722,197,-174
5313,0,257,-81,2235,163,-392
5315,0,58,-27,2132,174,-394
53
5319,0,232,-50,2071,54,-767
5321,0,-1271,-147,1722,197,-174
5323,0,257,-81,2235,163,-392
5325,0,58,-27,2132,174,-394
5327,0,103,-24,2191,77,-679
5329,0,232,-50,2071,54,-767
5331,0,-1271,-147,1722,197,-174
5333,0,257,-81,2235,163,-392
5335,0,58,-27,2132,174,-394
5337,0,103,-24,2191,77,-679
5339,0,232,-50,2071,54,-767
5341,0,-1271,-147,1722,197,-174
5343,0,257,-81,2235,163,-392
5345,0,58,-27,2132,174,-394
5347,0,103,-24,2191,77,-679
5349,0,232,-50,2071,54,-767
5351,0,-1271,-147,1722,197,-174
5353,0,257,-81,2235,163,-392
5355,0,58,-27,2132,174,-394
5357,0,103,-24,2191,77,-679
5359,0,232,-50,2071,54,-767
5361,0,-1271,-147,1722,197,-174
5363,0,257,-81,2235,163,-392
5365,0,58,-27,2132,174,-394
5367,0,103,-24,2191,77,-679
5369,0,232,-50,2071,54,-767
5371,0,-1271,-147,1722,197,-174
5373,0,257,-81,2235,163,-392
5375,0,58,-27,2132,174,-394
5377,0,103,-24,2191,77,-679
5379,0,232,-50,2071,54,-767
5381,0,-1271,-147,1722,197,-174
5383,0,257,-81,2235,163,-392
5385,0,58,-27,2132,174,-394
53
5389,0,232,-50,2071,54,-767
5391,0,-1271,-147,1722,197,-174
5393,0,257,-81,2235,163,-392
5395,0,58,-27,2132,174,-394
5397,0,103,-24,2191,77,-679
5399,0,232,-50,2071,54,-767
5401,0,-1271,-147,1722,197,-174
5403,0,257,-81,2235,163,-392
5405,0,58,-27,2132,174,-394
5407,0,103,-24,2191,77,-679
5409,0,232,-50,2071,54,-767
5411,0,-1271,-147,1722,197,-174
5413,0,257,-81,2235,163,-392
5415,0,58,-27,2132,174,-394
5417,0,103,-24,2191,77,-679
5419,0,232,-50,2071,54,-767
5421,0,-1271,-147,1722,197,-174
5423,0,257,-81,2235,163,-392
5425,0,58,-27,2132,174,-394
5427,0,103,-24,2191,77,-679
5429,0,232,-50,2071,54,-767
5431,0,-1271,-147,1722,197,-174
5433,0,257,-81,2235,163,-392
5435,0,58,-27,2132,174,-394
5437,0,103,-24,2191,77,-679
5439,0,232,-50,2071,54,-767
5441,0,-1271,-147,1722,197,-174
5443,0,257,-81,2235,163,-392
5445,0,58,-27,2132,174,-394
5447,0,103,-24,2191,77,-679
5449,0,232,-50,2071,54,-767
5451,0,-1271,-147,1722,197,-174
5453,0,257,-81,2235,163,-392
5455,0,58,-27,2132,174,-394
54
5459,0,232,-50,2071,54,-767
5461,0,-1271,-147,1722,197,-174
5463,0,257,-81,2235,163,-392
5465,0,58,-27,2132,174,-394
5467,0,103,-24,2191,77,-679
5469,0,232,-50,2071,54,-767
5471,0,-1271,-147,1722,197,-174
5473,0,257,-81,2235,163,-392
5475,0,58,-27,2132,174,-394
5477,0,103,-24,2191,77,-679
5479,0,232,-50,2071,54,-767
5481,0,-1271,-147,1722,197,-174
5483,0,257,-81,2235,163,-392
5485,0,58,-27,2132,174,-394
5487,0,103,-24,2191,77,-679
5489,0,232,-50,2071,54,-767
5491,0,-1271,-147,1722,197,-174
5493,0,257,-81,2235,163,-392
5495,0,58,-27,2132,174,-394
5497,0,103,-24,2191,77,-679
5499,0,232,-50,2071,54,-767
5501,0,-1271,-147,1722,197,-174
5503,0,257,-81,2235,163,-392
5505,0,58,-27,2132,174,-394
5507,0,103,-24,2191,77,-679
5509,0,232,-50,2071,54,-767
5511,0,-1271,-147,1722,197,-174
5513,0,257,-81,2235,163,-392
5515,0,58,-27,2132,174,-394
5517,0,103,-24,2191,77,-679
5519,0,232,-50,2071,54,-767
5521,0,-1271,-147,1722,197,-174
5523,0,257,-81,2235,163,-392
5525,0,58,-27,2132,174,-394
55
5529,0,232,-50,2071,54,-767
5531,0,-1271,-147,1722,197,-174
5533,0,257,-81,2235,163,-392
5535,0,58,-27,2132,174,-394
5537,0,103,-24,2191,77,-679
5539,0,232,-50,2071,54,-767
5541,0,-1271,-147,1722,197,-174
5543,0,257,-81,2235,163,-392
5545,0,58,-27,2132,174,-394
5547,0,103,-24,2191,77,-679
5549,0,232,-50,2071,54,-767
5551,0,-1271,-147,1722,197,-174
5553,0,257,-81,2235,163,-392
5555,0,58,-27,2132,174,-394
5557,0,103,-24,2191,77,-679
5559,0,232,-50,2071,54,-767
5561,0,-1271,-147,1722,197,-174
5563,0,257,-81,2235,163,-392
5565,0,58,-27,2132,174,-394
5567,0,103,-24,2191,77,-679
5569,0,232,-50,2071,54,-767
5571,0,-1271,-147,1722,197,-174
5573,0,257,-81,2235,163,-392
5575,0,58,-27,2132,174,-394
5577,0,103,-24,2191,77,-679
5579,0,232,-50,2071,54,-767
5581,0,-1271,-147,1722,197,-174
5583,0,257,-81,2235,163,-392
5585,0,58,-27,2132,174,-394
5587,0,103,-24,2191,77,-679
5589,0,232,-50,2071,54,-767
5591,0,-1271,-147,1722,197,-174
5593,0,257,-81,2235,163,-392
5595,0,58,-27,2132,174,-394
55
5599,0,232,-50,2071,54,-767
5601,0,-1271,-147,1722,197,-174
5603,0,257,-81,2235,163,-392
5605,0,58,-27,2132,174,-394
5607,0,103,-24,2191,77,-679
5609,0,232,-50,2071,54,-767
5611,0,-1271,-147,1722,197,-174
5613,0,257,-81,2235,163,-392
5615,0,58,-27,2132,174,-394
5617,0,103,-24,2191,77,-679
5619,0,232,-50,2071,54,-767
5621,0,-1271,-147,1722,197,-174
5623,0,257,-81,2235,163,-392
5625,0,58,-27,2132,174,-394
5627,0,103,-24,2191,77,-679
5629,0,232,-50,2071,54,-767
5631,0,-1271,-147,1722,197,-174
5633,0,257,-81,2235,163,-392
5635,0,58,-27,2132,174,-394
5637,0,103,-24,2191,77,-679
5639,0,232,-50,2071,54,-767
5641,0,-1271,-147,1722,197,-174
5643,0,257,-81,2235,163,-392
5645,0,58,-27,2132,174,-394
5647,0,103,-24,2191,77,-679
5649,0,232,-50,2071,54,-767
5651,0,-1271,-147,1722,197,-174
5653,0,257,-81,2235,163,-392
5655,0,58,-27,2132,174,-394
5657,0,103,-24,2191,77,-679
5659,0,232,-50,2071,54,-767
5661,0,-1271,-147,1722,197,-174
5663,0,257,-81,2235,163,-392
5665,0,58,-27,2132,174,-394
56
5669,0,232,-50,2071,54,-767
5671,0,-1271,-147,1722,197,-174
5673,0,257,-81,2235,163,-392
5675,0,58,-27,2132,174,-394
5677,0,103,-24,2191,77,-679
5679,0,232,-50,2071,54,-767
5681,0,-1271,-147,1722,197,-174
5683,0,257,-81,2235,163,-392
5685,0,58,-27,2132,174,-394
5687,0,103,-24,2191,77,-679
5689,0,232,-50,2071,54,-767
5691,0,-1271,-147,1722,197,-174
5693,0,257,-81,2235,163,-392
5695,0,58,-27,2132,174,-394
5697,0,103,-24,2191,77,-679
5699,0,232,-50,2071,54,-767
5701,0,-1271,-147,1722,197,-174
5703,0,257,-81,2235,163,-392
5705,0,58,-27,2132,174,-394
5707,0,103,-24,2191,77,-679
5709,0,232,-50,2071,54,-767
5711,0,-1271,-147,1722,197,-174
5713,0,257,-81,2235,163,-392
5715,0,58,-27,2132,174,-394
5717,0,103,-24,2191,77,-679
5719,0,232,-50,2071,54,-767
5721,0,-1271,-147,1722,197,-174
5723,0,257,-81,2235,163,-392
5725,0,58,-27,2132,174,-394
5727,0,103,-24,2191,77,-679
5729,0,232,-50,2071,54,-767
5731,0,-1271,-147,1722,197,-174
5733,0,257,-81,2235,163,-392
5735,0,58,-27,2132,174,-394
57
5739,0,232,-50,2071,54,-767
5741,0,-1271,-147,1722,197,-174
5743,0,257,-81,2235,163,-392
5745,0,58,-27,2132,174,-394
5747,0,103,-24,2191,77,-679
5749,0,232,-50,2071,54,-767
5751,0,-1271,-147,1722,197,-174
5753,0,257,-81,2235,163,-392
5755,0,58,-27,2132,174,-394
5757,0,103,-24,2191,77,-679
5759,0,232,-50,2071,54,-767
5761,0,-1271,-147,1722,197,-174
5763,0,257,-81,2235,163,-392
5765,0,58,-27,2132,174,-394
5767,0,103,-24,2191,77,-679
5769,0,232,-50,2071,54,-767
5771,0,-1271,-147,1722,197,-174
5773,0,257,-81,2235,163,-392
5775,0,58,-27,2132,174,-394
5777,0,103,-24,2191,77,-679
5779,0,232,-50,2071,54,-767
5781,0,-1271,-147,1722,197,-174
5783,0,257,-81,2235,163,-392
5785,0,58,-27,2132,174,-394
5787,0,103,-24,2191,77,-679
5789,0,232,-50,2071,54,-767
5791,0,-1271,-147,1722,197,-174
5793,0,257,-81,2235,163,-392
5795,0,58,-27,2132,174,-394
5797,0,103,-24,2191,77,-679
5799,0,232,-50,2071,54,-767
5801,0,-1271,-147,1722,197,-174
5803,0,257,-81,2235,163,-392
5805,0,58,-27,2132,174,-394
58
5809,0,232,-50,2071,54,-767
5811,0,-1271,-147,1722,197,-174
5813,0,257,-81,2235,163,-392
5815,0,58,-27,2132,174,-394
5817,0,103,-24,2191,77,-679
5819,0,232,-50,2071,54,-767
5821,0,-1271,-147,1722,197,-174
5823,0,257,-81,2235,163,-392
5825,0,58,-27,2132,174,-394
5827,0,103,-24,2191,77,-679
5829,0,232,-50,2071,54,-767
5831,0,-1271,-147,1722,197,-174
5833,0,257,-81,2235,163,-392
5835,0,58,-27,2132,174,-394
5837,0,103,-24,2191,77,-679
5839,0,232,-50,2071,54,-767
5841,0,-1271,-147,1722,197,-174
5843,0,257,-81,2235,163,-392
5845,0,58,-27,2132,174,-394
5847,0,103,-24,2191,77,-679
5849,0,232,-50,2071,54,-767
5851,0,-1271,-147,1722,197,-174
5853,0,257,-81,2235,163,-392
5855,0,58,-27,2132,174,-394
5857,0,103,-24,2191,77,-679
5859,0,232,-50,2071,54,-767
5861,0,-1271,-147,1722,197,-174
5863,0,257,-81,2235,163,-392
5865,0,58,-27,2132,174,-394
5867,0,103,-24,2191,77,-679
5869,0,232,-50,2071,54,-767
5871,0,-1271,-147,1722,197,-174
5873,0,257,-81,2235,163,-392
5875,0,58,-27,2132,174,-394
58
5879,0,232,-50,2071,54,-767
5881,0,-1271,-147,1722,197,-174
5883,0,257,-81,2235,163,-392
5885,0,58,-27,2132,174,-394
5887,0,103,-24,2191,77,-679
5889,0,232,-50,2071,54,-767
5891,0,-1271,-147,1722,197,-174
5893,0,257,-81,2235,163,-392
5895,0,58,-27,2132,174,-394
5897,0,103,-24,2191,77,-679
5899,0,232,-50,2071,54,-767
5901,0,-1271,-147,1722,197,-174
5903,0,257,-81,2235,163,-392
5905,0,58,-27,2132,174,-394
5907,0,103,-24,2191,77,-679
5909,0,232,-50,2071,54,-767
5911,0,-1271,-147,1722,197,-174
5913,0,257,-81,2235,163,-392
5915,0,58,-27,2132,174,-394
5917,0,103,-24,2191,77,-679
5919,0,232,-50,2071,54,-767
5921,0,-1271,-147,1722,197,-174
5923,0,257,-81,2235,163,-392
5925,0,58,-27,2132,174,-394
5927,0,103,-24,2191,77,-679
5929,0,232,-50,2071,54,-767
5931,0,-1271,-147,1722,197,-174
5933,0,257,-81,2235,163,-392
5935,0,58,-27,2132,174,-394
5937,0,103,-24,2191,77,-679
5939,0,232,-50,2071,54,-767
5941,0,-1271,-147,1722,197,-174
5943,0,257,-81,2235,163,-392
5945,0,58,-27,2132,174,-394
59
5949,0,232,-50,2071,54,-767
5951,0,-1271,-147,1722,197,-174
5953,0,257,-81,2235,163,-392
5955,0,58,-27,2132,174,-394
5957,0,103,-24,2191,77,-679
5959,0,232,-50,2071,54,-767
5961,0,-1271,-147,1722,197,-174
5963,0,257,-81,2235,163,-392
5965,0,58,-27,2132,174,-394
5967,0,103,-24,2191,77,-679
5969,0,232,-50,2071,54,-767
5971,0,-1271,-147,1722,197,-174
5973,0,257,-81,2235,163,-392
5975,0,58,-27,2132,174,-394
5977,0,103,-24,2191,77,-679
5979,0,232,-50,2071,54,-767
5981,0,-1271,-147,1722,197,-174
5983,0,257,-81,2235,163,-392
5985,0,58,-27,2132,174,-394
5987,0,103,-24,2191,77,-679
5989,0,232,-50,2071,54,-767
5991,0,-1271,-147,1722,197,-174
5993,0,257,-81,2235,163,-392
5995,0,58,-27,2132,174,-394
5997,0,103,-24,2191,77,-679
5999,0,232,-50,2071,54,-767
6001,0,-1271,-147,1722,197,-174
6003,0,257,-81,2235,163,-392
6005,0,58,-27,2132,174,-394
6007,0,103,-24,2191,77,-679
6009,0,232,-50,2071,54,-767
6011,0,-1271,-147,1722,197,-174
6013,0,257,-81,2235,163,-392
6015,0,58,-27,2132,174,-394
60
6019,0,232,-50,2071,54,-767
6021,0,-1271,-147,1722,197,-174
6023,0,257,-81,2235,163,-392
6025,0,58,-27,2132,174,-394
6027,0,103,-24,2191,77,-679
6029,0,232,-50,2071,54,-767
6031,0,-1271,-147,1722,197,-174
6033,0,257,-81,2235,163,-392
6035,0,58,-27,2132,174,-394
6037,0,103,-24,2191,77,-679
6039,0,232,-50,2071,54,-767
6041,0,-1271,-147,1722,197,-174
6043,0,257,-81,2235,163,-392
6045,0,58,-27,2132,174,-394
6047,0,103,-24,2191,77,-679
6049,0,232,-50,2071,54,-767
6051,0,-1271,-147,1722,197,-174
6053,0,257,-81,2235,163,-392
6055,0,58,-27,2132,174,-394
6057,0,103,-24,2191,77,-679
6059,0,232,-50,2071,54,-767
6061,0,-1271,-147,1722,197,-174
6063,0,257,-81,2235,163,-392
6065,0,58,-27,2132,174,-394
6067,0,103,-24,2191,77,-679
6069,0,232,-50,2071,54,-767
6071,0,-1271,-147,1722,197,-174
6073,0,257,-81,2235,163,-392
6075,0,58,-27,2132,174,-394
6077,0,103,-24,2191,77,-679
6079,0,232,-50,2071,54,-767
6081,0,-1271,-147,1722,197,-174
6083,0,257,-81,2235,163,-392
6085,0,58,-27,2132,174,-394
60
6089,0,232,-50,2071,54,-767
6091,0,-1271,-147,1722,197,-174
6093,0,257,-81,2235,163,-392
6095,0,58,-27,2132,174,-394
6097,0,103,-24,2191,77,-679
6099,0,232,-50,2071,54,-767
6101,0,-1271,-147,1722,197,-174
6103,0,257,-81,2235,163,-392
6105,0,58,-27,2132,174,-394
6107,0,103,-24,2191,77,-679
6109,0,232,-50,2071,54,-767
6111,0,-1271,-147,1722,197,-174
6113,0,257,-81,2235,163,-392
6115,0,58,-27,2132,174,-394
6117,0,103,-24,2191,77,-679
6119,0,232,-50,2071,54,-767
6121,0,-1271,-147,1722,197,-174
6123,0,257,-81,2235,163,-392
6125,0,58,-27,2132,174,-394
6127,0,103,-24,2191,77,-679
6129,0,232,-50,2071,54,-767
6131,0,-1271,-147,1722,197,-174
6133,0,257,-81,2235,163,-392
6135,0,58,-27,2132,174,-394
6137,0,103,-24,2191,77,-679
6139,0,232,-50,2071,54,-767
6141,0,-1271,-147,1722,197,-174
6143,0,257,-81,2235,163,-392
6145,0,58,-27,2132,174,-394
6147,0,103,-24,2191,77,-679
6149,0,232,-50,2071,54,-767
6151,0,-1271,-147,1722,197,-174
6153,0,257,-81,2235,163,-392
6155,0,58,-27,2132,174,-394
61
6159,0,232,-50,2071,54,-767
6161,0,-1271,-147,1722,197,-174
6163,0,257,-81,2235,163,-392
6165,0,58,-27,2132,174,-394
6167,0,103,-24,2191,77,-679
6169,0,232,-50,2071,54,-767
6171,0,-1271,-147,1722,197,-174
6173,0,257,-81,2235,163,-392
6175,0,58,-27,2132,174,-394
6177,0,103,-24,2191,77,-679
6179,0,232,-50,2071,54,-767
6181,0,-1271,-147,1722,197,-174
6183,0,257,-81,2235,163,-392
6185,0,58,-27,2132,174,-394
6187,0,103,-24,2191,77,-679
6189,0,232,-50,2071,54,-767
6191,0,-1271,-147,1722,197,-174
6193,0,257,-81,2235,163,-392
6195,0,58,-27,2132,174,-394
6197,0,103,-24,2191,77,-679
6199,0,232,-50,2071,54,-767
6201,0,-1271,-147,1722,197,-174
6203,0,257,-81,2235,163,-392
6205,0,58,-27,2132,174,-394
6207,0,103,-24,2191,77,-679
6209,0,232,-50,2071,54,-767
6211,0,-1271,-147,1722,197,-174
6213,0,257,-81,2235,163,-392
6215,0,58,-27,2132,174,-394
6217,0,103,-24,2191,77,-679
6219,0,232,-50,2071,54,-767
6221,0,-1271,-147,1722,197,-174
6223,0,257,-81,2235,163,-392
6225,0,58,-27,2132,174,-394
62
6229,0,232,-50,2071,54,-767
6231,0,-1271,-147,1722,197,-174
6233,0,257,-81,2235,163,-392
6235,0,58,-27,2132,174,-394
6237,0,103,-24,2191,77,-679
6239,0,232,-50,2071,54,-767
6241,0,-1271,-147,1722,197,-174
6243,0,257,-81,2235,163,-392
6245,0,58,-27,2132,174,-394
